repo_name,path,f0_
manojpramesh/solidity-contracts,contracts/etherdelta_2.sol,"safeMul(uint a, uint b);safeSub(uint a, uint b);safeAdd(uint a, uint b);assert(bool assertion);totalSupply();balanceOf(address _owner);transfer(address _to, uint256 _value);transferFrom(address _from, address _to, uint256 _value);approve(address _spender, uint256 _value);allowance(address _owner, address _spender);transfer(address _to, uint256 _value);transferFrom(address _from, address _to, uint256 _value);balanceOf(address _owner);approve(address _spender, uint256 _value);allowance(address _owner, address _spender);ReserveToken();create(address account, uint amount);destroy(address account, uint amount);accountLevel(address user);setAccountLevel(address user, uint level);accountLevel(address user);EtherDelta(address admin_, address feeAccount_, address accountLevelsAddr_, uint feeMake_, uint feeTake_, uint feeRebate_);changeAdmin(address admin_);changeAccountLevelsAddr(address accountLevelsAddr_);changeFeeAccount(address feeAccount_);changeFeeMake(uint feeMake_);changeFeeTake(uint feeTake_);changeFeeRebate(uint feeRebate_);deposit();withdraw(uint amount);depositToken(address token, uint amount);withdrawToken(address token, uint amount);balanceOf(address token, address user);order(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce);trade(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, address user, uint8 v, bytes32 r, bytes32 s, uint amount);tradeBalances(address tokenGet, uint amountGet, address tokenGive, uint amountGive, address user, uint amount);testTrade(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, address user, uint8 v, bytes32 r, bytes32 s, uint amount, address sender);availableVolume(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, address user, uint8 v, bytes32 r, bytes32 s);amountFilled(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, address user, uint8 v, bytes32 r, bytes32 s);cancelOrder(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce, uint8 v, bytes32 r, bytes32 s)"
winsvega/solidity,test/libsolidity/smtCheckerTests/types/function_type_nested.sol,h()
bobsummerwill/solidity,test/libsolidity/smtCheckerTests/types/function_type_nested.sol,h()
crypto-coder/Tokens,Token_Contracts/contracts/TimeDecayingTokenBoundary.sol,findActiveRange(address _environment)
pipermerriam/ethereum-alarm-clock,contracts/_test/TransactionRecorder.sol,TransactionRecorder();__reset__();kill()
SafecontractDev/protocol,contracts/bancor_contracts/BancorChanger.sol,"BancorChanger(ISmartToken _token, IBancorFormula _formula, uint32 _maxChangeFee, IERC20Token _reserveToken, uint32 _reserveRatio);reserveTokenCount();changeableTokenCount();changeableToken(uint16 _tokenIndex);setFormula(IBancorFormula _formula);setQuickBuyPath(address[] _path);getQuickBuyPathLength();getQuickBuyEtherTokenAddress();disableChanging(bool _disable);setChangeFee(uint32 _changeFee);getChangeFeeAmount(uint256 _amount);addReserve(IERC20Token _token, uint32 _ratio, bool _enableVirtualBalance);updateReserve(IERC20Token _reserveToken, uint32 _ratio, bool _enableVirtualBalance, uint256 _virtualBalance);disableReservePurchases(IERC20Token _reserveToken, bool _disable);getReserveBalance(IERC20Token _reserveToken);getReturn(IERC20Token _fromToken, IERC20Token _toToken, uint256 _amount);getPurchaseReturn(IERC20Token _reserveToken, uint256 _depositAmount);getSaleReturn(IERC20Token _reserveToken, uint256 _sellAmount);change(IERC20Token _fromToken, IERC20Token _toToken, uint256 _amount, uint256 _minReturn);buy(IERC20Token _reserveToken, uint256 _depositAmount, uint256 _minReturn);sell(IERC20Token _reserveToken, uint256 _sellAmount, uint256 _minReturn);quickChange(uint256 _amount, address[] _path, uint256 _minReturn);quickBuy(uint256 _minReturn);getSaleReturn(IERC20Token _reserveToken, uint256 _sellAmount, uint256 _totalSupply);ensureAllowance(IERC20Token _token, address _spender, uint256 _value)"
winsvega/solidity,test/libsolidity/smtCheckerTests/typecast/function_type_to_function_type_external.sol,f(function(uint)
bobsummerwill/solidity,test/libsolidity/smtCheckerTests/typecast/function_type_to_function_type_external.sol,f(function(uint)
bitsanity/gungadin,ethereum/membership/Membership.sol,"transfer( address to, uint amount );transferFrom( address from, address to, uint quantity );changeOwner( address payable newOwner );setFee( uint256 _fee );setDao( uint256 _dao );setTreasury( address payable _treasury );setToken( address _token );setTokenFee( uint _tfee );setApproval( address _member, bool _status );isMember( address _addr );payWithTokens();withdraw( uint256 amount );sendTok( address _tok, address _to, uint256 _qty )"
winsvega/solidity,test/libsolidity/syntaxTests/types/address/address_in_struct_fine.sol,f();f()
SafeContracts/TREX-token,MistWallet.sol,"multiowned(address[] _owners, uint _required);revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);confirmAndCheck(bytes32 _operation);reorganizeOwners();clearPending();daylimit(uint _limit);setDailyLimit(uint _newLimit);resetSpentToday();underLimit(uint _value);today();changeOwner(address _from, address _to);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);Wallet(address[] _owners, uint _required, uint _daylimit);kill(address _to);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);clearPending()"
ConsenSys/truffle,packages/artifactor/test/Example.sol,setValue(uint val);getValue();parrot(uint val);triggerEvent()
Cryptonomica/cryptonomica,src/main/webapp/cryptoshares/contracts/Tests.sol,""
celeduc/dao_partnership,contracts/Partnership.sol,"proposeTransaction(address _to, uint _value, bytes _data, string _description);cancelTransaction(bytes32 _id);confirmTransaction(bytes32 _id);executeTransaction(bytes32 _id);distribute(address _recipient, uint _amount);distributeEvenly(uint _amount);repayLoan(address _recipient, uint _amount);withdraw(uint _amount);dissolve(address _beneficiary);isPartner(address _address)"
ethereum/solidity,test/libsolidity/syntaxTests/inheritance/override/function_pointer.sol,""
winsvega/solidity,test/libsolidity/smtCheckerTests/types/function_type_nested_return.sol,r();h()
bobsummerwill/solidity,test/libsolidity/smtCheckerTests/types/function_type_nested_return.sol,r();h()
ConsenSys/truffle,packages/contract-tests/test/sources/Example.sol,"setValue(uint val);setNumbers(uint[] memory vals);getNumbers();isDeployed();viewSender();getValue();getValuePlus(uint toAdd);overloadedGet();overloadedGet(uint multiplier);overloadedSet(bytes32 h, uint val);overloadedSet(bytes32 h, uint val, uint multiplier);parrot(uint val);triggerEvent();triggerEventWithArgument(uint arg);triggerSpecialEvent();triggerContractAddressEvent();triggerNumberEvent(int a, int b, address c, uint d, uint e);triggerRequireError();triggerAssertError();triggerRequireWithReasonError();runsOutOfGas();isExpensive(uint val);consumesGas();returnsNamedTuple();returnsUnnamedTuple();returnsInt();returnsNamedStaticArray();returnsUnnamedStaticArray();returnsNamedStaticNestedArray();returnsUnnamedStaticNestedArray()"
RealEstateAssetLedger/real_contract,contracts/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
winsvega/solidity,test/libsolidity/ASTJSON/fallback.sol,""
ethereum/solidity,test/libsolidity/syntaxTests/immutable/selector_function_pointer.sol,f();readX()
ethereum/solidity,test/libsolidity/smtCheckerTests/typecast/function_type_to_function_type_internal.sol,f(function(uint);g()
ethereum/solidity,test/libsolidity/syntaxTests/immutable/function_pointer_reading.sol,f()
UrsZeidler/licensemanager,licencemanager1/src/main/resources/contracts/contracts.sol,"LicenseManager(address _paymentAddress,string _name);changePaymentAddress(address _newPaymentAdress);createIssuerContract(string itemName,string textHash,string url,uint lifeTime,uint price);stopIssuing(uint licenseId);changePaymentAddress(address _newPaymentAddress,uint licenseId);changeOwner(address _newOwner);LicenseIssuer(string itemName,string textHash,string url,uint lifeTime,uint price,address _pa);checkLicense(bytes32 factHash,uint8 v,bytes32 sig_r,bytes32 sig_s);checkLicense(address _address);changePaymentAddress(address _newPaymentAddress);stopIssuing();buyLicense(address _address,string _name);getIssuable()"
glenngillen/dotfiles,.vscode/extensions/juanblanco.solidity-0.0.114/node_modules/prettier-plugin-solidity/tests/MemberAccess/MemberAccess.sol,""
glenngillen/dotfiles,.vscode/extensions/juanblanco.solidity-0.0.119/node_modules/prettier-plugin-solidity/tests/MemberAccess/MemberAccess.sol,""
glenngillen/dotfiles,.vscode/extensions/juanblanco.solidity-0.0.120/node_modules/prettier-plugin-solidity/tests/MemberAccess/MemberAccess.sol,""
glenngillen/dotfiles,.vscode/extensions/juanblanco.solidity-0.0.118/node_modules/prettier-plugin-solidity/tests/MemberAccess/MemberAccess.sol,""
glenngillen/dotfiles,.vscode/extensions/juanblanco.solidity-0.0.116/node_modules/prettier-plugin-solidity/tests/MemberAccess/MemberAccess.sol,""
smartexio/smartex-contracts,SmartexInvoice.sol,"SmartexInvoice(address target, address owner);refund(address recipient);sweep(address _to);advSend(address _to, uint _value, bytes _data)"
ethereum/solidity,test/libsolidity/syntaxTests/memberLookup/member_value_not_unique.sol,value(uint256);value(uint8);f();g()
KayinCheung/KayinCheung.github.io,EscrowMyEther.sol,"EscrowMyEther();setEscrowFee(uint fee);getEscrowFee(address escrowAddress);newEscrow(address sellerAddress, address escrowAddress, bytes32 notes);getNumTransactions(address inputAddress, uint switcher);getSpecificTransaction(address inputAddress, uint switcher, uint ID);buyerHistory(address buyerAddress, uint startID, uint numToLoad);SellerHistory(address inputAddress, uint startID , uint numToLoad);escrowHistory(address inputAddress, uint startID, uint numToLoad);checkStatus(address buyerAddress, uint nounce);buyerFundRelease(uint ID);sellerRefund(uint ID);EscrowEscalation(uint switcher, uint ID);escrowDecision(uint ID, uint Decision);WithdrawFunds();CheckBalance(address fromAddress)"
phroiland/leonidas,contracts/Leonidas.sol,"Leonidas();sendFunds(uint amount, address receiver);getAmountOfWithdrawals(address _address);getWithdrawalForAddress(address _address, uint index);allowAddressToSendMoney(address _address);disallowAddressToSendMoney(address _address);isAllowedToSend(address _address);killWallet()"
winsvega/solidity,test/libsolidity/syntaxTests/nameAndTypeResolution/572_function_type_undeclared_type_multi_nested.sol,a(function(function(function(Nested)
bobsummerwill/solidity,test/libsolidity/syntaxTests/nameAndTypeResolution/572_function_type_undeclared_type_multi_nested.sol,a(function(function(function(Nested)
ethereum/solidity,test/libsolidity/syntaxTests/types/constant_of_invalid_function_type.sol,""
status-im/status-network-token,contracts/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
dacplayproject/play-dapp,src/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
mothershipcx/contracts,contracts/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
ethereum/solidity,test/libsolidity/syntaxTests/types/mapping/function_type_return_external.sol,f(function()
winsvega/solidity,test/libsolidity/syntaxTests/parsing/single_modifier_arg_trailing_comma.sol,""
bobsummerwill/solidity,test/libsolidity/syntaxTests/parsing/single_modifier_arg_trailing_comma.sol,""
